Date,No of Trans,Max,Min,Close,Volume
2017-03-09,37.0,452.0,444.0,445.0,3547.0
2017-03-13,34.0,450.0,440.0,440.0,5870.0
2017-03-14,67.0,450.0,440.0,441.0,9273.0
2017-03-15,36.0,449.0,443.0,448.0,3091.0
2017-03-16,49.0,452.0,441.0,445.0,9046.0
2017-03-19,67.0,454.0,445.0,451.0,10196.0
2017-03-20,88.0,465.0,455.0,461.0,16216.0
2017-03-21,126.0,484.0,460.0,484.0,26819.0
2017-03-22,207.0,515.0,485.0,492.0,46018.0
2017-03-23,238.0,514.0,493.0,511.0,42052.0
2017-03-26,330.0,562.0,512.0,562.0,86224.0
2017-03-28,275.0,606.0,573.0,595.0,63335.0
2017-03-29,535.0,615.0,550.0,565.0,122754.0
2017-03-30,695.0,577.0,555.0,574.0,151987.0
2017-04-03,334.0,525.0,487.0,504.0,86048.0
2017-04-04,165.0,508.0,480.0,495.0,38622.0
2017-04-06,163.0,495.0,474.0,482.0,42085.0
2017-04-09,130.0,485.0,470.0,472.0,26361.0
2017-04-10,109.0,485.0,467.0,471.0,24705.0
2017-04-11,125.0,494.0,470.0,489.0,29427.0
2017-04-12,167.0,500.0,480.0,480.0,43976.0
2017-04-13,130.0,482.0,468.0,472.0,25576.0
2017-04-16,90.0,481.0,457.0,460.0,14433.0
2017-04-18,121.0,460.0,443.0,450.0,26897.0
2017-04-19,96.0,469.0,453.0,463.0,15551.0
2017-04-20,139.0,483.0,463.0,465.0,32994.0
2017-04-23,147.0,511.0,472.0,472.0,45549.0
2017-04-24,116.0,474.0,466.0,469.0,23133.0
2017-04-25,100.0,472.0,464.0,469.0,17195.0
2017-04-26,53.0,472.0,465.0,467.0,9098.0
2017-04-27,71.0,475.0,463.0,466.0,15743.0
2017-04-30,97.0,470.0,454.0,459.0,18728.0
2017-05-02,99.0,468.0,445.0,461.0,22562.0
2017-05-03,69.0,478.0,457.0,461.0,13689.0
2017-05-04,68.0,478.0,454.0,460.0,10579.0
2017-05-07,57.0,464.0,453.0,454.0,5619.0
2017-05-08,74.0,465.0,446.0,460.0,16791.0
2017-05-09,69.0,461.0,452.0,457.0,21081.0
2017-05-11,76.0,466.0,461.0,464.0,12423.0
2017-05-15,48.0,471.0,460.0,465.0,10542.0
2017-05-16,55.0,465.0,455.0,456.0,7225.0
2017-05-17,41.0,460.0,454.0,455.0,4811.0
2017-05-18,49.0,458.0,450.0,451.0,6117.0
2017-05-21,72.0,460.0,444.0,450.0,10460.0
2017-05-22,32.0,450.0,441.0,448.0,3174.0
2017-06-01,99.0,459.0,444.0,446.0,14518.0
2017-06-04,71.0,450.0,440.0,445.0,10779.0
2017-06-05,73.0,450.0,443.0,443.0,12176.0
2017-06-06,88.0,458.0,448.0,454.0,10899.0
2017-06-07,72.0,463.0,450.0,453.0,14334.0
2017-06-08,45.0,452.0,444.0,449.0,6842.0
2017-06-11,52.0,448.0,440.0,444.0,7886.0
2017-06-12,89.0,446.0,434.0,445.0,9184.0
2017-06-13,73.0,444.0,435.0,435.0,13963.0
2017-06-14,63.0,440.0,434.0,435.0,8869.0
2017-06-15,97.0,442.0,432.0,440.0,15064.0
2017-06-18,137.0,440.0,428.0,431.0,19261.0
2017-06-19,125.0,431.0,417.0,427.0,21359.0
2017-06-20,98.0,429.0,415.0,423.0,12740.0
2017-06-21,54.0,425.0,417.0,421.0,6334.0
2017-06-22,105.0,429.0,420.0,421.0,16465.0
2017-06-25,75.0,426.0,419.0,423.0,10516.0
2017-06-27,82.0,425.0,420.0,422.0,11352.0
2017-06-28,61.0,428.0,415.0,428.0,10162.0
2017-07-02,94.0,430.0,419.0,428.0,14946.0
2017-07-03,51.0,430.0,420.0,423.0,7794.0
2017-07-04,80.0,426.0,419.0,420.0,13712.0
2017-07-05,73.0,425.0,419.0,425.0,11348.0
2017-07-06,93.0,437.0,425.0,437.0,18660.0
2017-07-09,95.0,446.0,430.0,441.0,20091.0
2017-07-10,81.0,440.0,430.0,433.0,12785.0
2017-07-11,68.0,440.0,430.0,435.0,9864.0
2017-07-12,63.0,440.0,432.0,432.0,8794.0
2017-07-13,84.0,437.0,430.0,435.0,12875.0
2017-07-16,47.0,435.0,430.0,433.0,4465.0
2017-07-17,74.0,448.0,433.0,448.0,16129.0
2017-07-18,181.0,472.0,449.0,472.0,27796.0
2017-07-19,121.0,470.0,460.0,460.0,21239.0
2017-07-20,88.0,465.0,454.0,461.0,10954.0
2017-07-23,88.0,465.0,455.0,459.0,16709.0
2017-07-24,91.0,460.0,454.0,455.0,13393.0
2017-07-25,78.0,461.0,454.0,458.0,16138.0
2017-07-26,96.0,460.0,448.0,450.0,22953.0
2017-07-27,75.0,460.0,450.0,460.0,11335.0
2017-07-30,60.0,461.0,445.0,451.0,9537.0
2017-07-31,76.0,459.0,450.0,453.0,12315.0
2017-08-01,87.0,469.0,450.0,454.0,9280.0
2017-08-02,56.0,456.0,453.0,454.0,12168.0
2017-08-03,94.0,459.0,450.0,453.0,14097.0
2017-08-06,104.0,456.0,450.0,454.0,18930.0
2017-08-07,87.0,463.0,452.0,453.0,11926.0
2017-08-09,123.0,460.0,444.0,450.0,17516.0
2017-08-10,97.0,454.0,443.0,450.0,21245.0
2017-08-13,86.0,449.0,440.0,445.0,14415.0
2017-08-15,96.0,446.0,441.0,441.0,15104.0
2017-08-16,84.0,448.0,442.0,444.0,11304.0
2017-08-17,75.0,449.0,438.0,443.0,23326.0
2017-08-20,89.0,444.0,435.0,440.0,16054.0
2017-08-21,46.0,442.0,432.0,438.0,5674.0
2017-08-22,79.0,442.0,436.0,441.0,12396.0
2017-08-23,52.0,442.0,438.0,441.0,7718.0
2017-08-24,44.0,453.0,434.0,443.0,11438.0
2017-08-27,62.0,451.0,443.0,446.0,3889.0
2017-08-28,61.0,452.0,444.0,446.0,7897.0
2017-08-30,83.0,443.0,435.0,438.0,14820.0
2017-08-31,83.0,438.0,432.0,437.0,15528.0
2017-09-04,94.0,439.0,426.0,430.0,33009.0
2017-09-06,111.0,440.0,425.0,438.0,11603.0
2017-09-07,89.0,438.0,426.0,428.0,34082.0
2017-09-10,126.0,431.0,423.0,425.0,37704.0
2017-09-11,65.0,430.0,420.0,424.0,17950.0
2017-09-12,98.0,426.0,420.0,421.0,27903.0
2017-09-13,111.0,423.0,418.0,420.0,32249.0
2017-09-14,115.0,447.0,419.0,447.0,42524.0
2017-09-17,159.0,459.0,438.0,447.0,49764.0
2017-09-18,119.0,452.0,443.0,443.0,33400.0
2017-09-20,65.0,443.0,435.0,439.0,10450.0
2017-09-24,42.0,443.0,439.0,441.0,3718.0
2017-09-25,29.0,448.0,440.0,448.0,2882.0
2017-09-26,35.0,449.0,443.0,448.0,5132.0
2017-10-03,20.0,453.0,446.0,453.0,3164.0
2017-10-04,40.0,450.0,437.0,440.0,6475.0
2017-10-08,91.0,432.0,420.0,432.0,15759.0
2017-10-09,76.0,433.0,425.0,431.0,17649.0
2017-10-10,89.0,438.0,423.0,427.0,19003.0
2017-10-11,65.0,431.0,425.0,428.0,11993.0
2017-10-12,45.0,435.0,428.0,429.0,5474.0
2017-10-15,49.0,433.0,427.0,433.0,5553.0
2017-10-16,87.0,451.0,434.0,442.0,18696.0
2017-10-17,64.0,450.0,436.0,449.0,12124.0
2017-10-18,53.0,450.0,438.0,444.0,12688.0
2017-10-22,44.0,458.0,436.0,450.0,11183.0
2017-10-23,79.0,455.0,445.0,449.0,12644.0
2017-10-24,59.0,452.0,445.0,448.0,9549.0
2017-10-25,93.0,451.0,444.0,449.0,17137.0
2017-10-29,51.0,447.0,440.0,442.0,7203.0
2017-10-30,71.0,443.0,437.0,437.0,13723.0
2017-10-31,38.0,440.0,433.0,437.0,8889.0
2017-11-01,51.0,437.0,429.0,434.0,6291.0
2017-11-02,58.0,442.0,430.0,440.0,8331.0
2017-11-05,84.0,440.0,424.0,430.0,16936.0
2017-11-06,139.0,430.0,420.0,429.0,29796.0
2017-11-07,80.0,436.0,420.0,422.0,26141.0
2017-11-08,126.0,422.0,414.0,416.0,17305.0
2017-11-09,64.0,427.0,412.0,415.0,9434.0
2017-11-12,59.0,425.0,415.0,423.0,9098.0
2017-11-13,69.0,428.0,420.0,428.0,14684.0
2017-11-14,65.0,434.0,424.0,432.0,14580.0
2017-11-15,56.0,432.0,426.0,428.0,3596.0
2017-11-16,56.0,435.0,420.0,420.0,13740.0
2017-11-19,72.0,422.0,412.0,420.0,13373.0
2017-11-20,33.0,422.0,418.0,421.0,4579.0
2017-11-21,30.0,425.0,421.0,423.0,4762.0
2017-11-22,39.0,429.0,421.0,425.0,5998.0
2017-11-23,52.0,430.0,425.0,425.0,7260.0
2017-11-26,71.0,441.0,425.0,432.0,10953.0
2017-11-27,42.0,435.0,430.0,430.0,6918.0
2017-11-28,40.0,432.0,425.0,431.0,12551.0
2017-11-29,87.0,439.0,430.0,436.0,19013.0
2017-11-30,63.0,438.0,431.0,437.0,10518.0
2017-12-04,46.0,437.0,430.0,435.0,10306.0
2017-12-05,51.0,442.0,430.0,431.0,6588.0
2017-12-06,47.0,437.0,426.0,435.0,9725.0
2017-12-10,46.0,451.0,428.0,430.0,11646.0
2017-12-11,51.0,433.0,424.0,431.0,12873.0
2017-12-12,46.0,431.0,426.0,427.0,15642.0
2017-12-13,22.0,431.0,421.0,428.0,4262.0
2017-12-14,59.0,433.0,424.0,425.0,5967.0
2017-12-17,35.0,430.0,423.0,423.0,6121.0
2017-12-18,39.0,426.0,422.0,426.0,4333.0
2017-12-19,38.0,426.0,421.0,424.0,8052.0
2017-12-20,29.0,426.0,419.0,422.0,3192.0
2017-12-21,28.0,423.0,417.0,420.0,7557.0
2017-12-24,48.0,428.0,420.0,421.0,7917.0
2017-12-26,30.0,426.0,411.0,420.0,7244.0
2017-12-27,73.0,418.0,408.0,415.0,11368.0
2017-12-28,74.0,417.0,400.0,410.0,9917.0
2017-12-31,93.0,409.0,400.0,402.0,27546.0
2018-01-01,48.0,414.0,405.0,414.0,6665.0
2018-01-02,240.0,430.0,416.0,425.0,55870.0
2018-01-03,115.0,428.0,419.0,422.0,15373.0
2018-01-04,61.0,421.0,416.0,421.0,5788.0
2018-01-07,91.0,429.0,416.0,423.0,18051.0
2018-01-08,57.0,430.0,420.0,425.0,8389.0
2018-01-09,44.0,427.0,422.0,425.0,7302.0
2018-01-10,70.0,427.0,421.0,425.0,7277.0
2018-01-14,66.0,427.0,417.0,420.0,10523.0
2018-01-16,34.0,421.0,415.0,417.0,4270.0
2018-01-17,48.0,417.0,409.0,413.0,6401.0
2018-01-21,153.0,420.0,413.0,419.0,21733.0
2018-01-22,108.0,422.0,418.0,420.0,18056.0
2018-01-23,98.0,421.0,415.0,416.0,15725.0
2018-01-24,86.0,420.0,412.0,419.0,14131.0
2018-01-25,141.0,420.0,417.0,420.0,13110.0
2018-01-28,341.0,423.0,415.0,415.0,49337.0
2018-01-29,62.0,347.0,340.0,340.0,8266.0
2018-01-31,42.0,344.0,340.0,344.0,4790.0
2018-02-01,53.0,345.0,343.0,344.0,6191.0
2018-02-04,57.0,350.0,342.0,350.0,8959.0
2018-02-05,57.0,350.0,342.0,342.0,8109.0
2018-02-06,44.0,347.0,340.0,347.0,5214.0
2018-02-07,25.0,346.0,341.0,342.0,5012.0
2018-02-08,39.0,345.0,336.0,342.0,3523.0
2018-02-11,28.0,343.0,341.0,342.0,1760.0
2018-02-12,35.0,342.0,340.0,340.0,3785.0
2018-02-14,36.0,342.0,335.0,340.0,4167.0
2018-02-15,58.0,350.0,341.0,350.0,7548.0
2018-02-18,91.0,359.0,348.0,350.0,11904.0
2018-02-20,52.0,351.0,340.0,340.0,6728.0
2018-02-21,23.0,341.0,339.0,340.0,2461.0
2018-02-22,47.0,342.0,338.0,340.0,4099.0
2018-02-25,33.0,342.0,335.0,338.0,3932.0
2018-02-26,34.0,337.0,335.0,335.0,4951.0
2018-02-27,42.0,342.0,332.0,338.0,4409.0
2018-02-28,39.0,339.0,334.0,334.0,13018.0
2018-03-04,61.0,330.0,325.0,328.0,16726.0
2018-03-05,64.0,330.0,323.0,324.0,16594.0
2018-03-06,51.0,328.0,320.0,327.0,5748.0
2018-03-07,45.0,333.0,327.0,330.0,6817.0
2018-03-11,43.0,331.0,326.0,326.0,6491.0
2018-03-12,28.0,331.0,326.0,328.0,10231.0
2018-03-13,46.0,333.0,327.0,333.0,8561.0
2018-03-14,36.0,335.0,328.0,335.0,8410.0
2018-03-15,58.0,337.0,330.0,335.0,10440.0
2018-03-18,39.0,339.0,333.0,334.0,5791.0
2018-03-19,30.0,335.0,325.0,325.0,5937.0
2018-03-20,25.0,327.0,321.0,323.0,2133.0
2018-03-21,73.0,321.0,314.0,316.0,11081.0
2018-03-22,55.0,320.0,310.0,316.0,6600.0
2018-03-26,86.0,313.0,299.0,300.0,10390.0
2018-03-27,86.0,326.0,283.0,316.0,16469.0
2018-03-28,99.0,317.0,307.0,311.0,12154.0
2018-03-29,66.0,320.0,311.0,318.0,8252.0
2018-04-01,56.0,320.0,308.0,313.0,6979.0
2018-04-02,33.0,318.0,310.0,314.0,6267.0
2018-04-03,33.0,318.0,310.0,315.0,3431.0
2018-04-04,81.0,326.0,315.0,325.0,12813.0
2018-04-05,103.0,335.0,321.0,331.0,22167.0
2018-04-08,115.0,348.0,331.0,340.0,17000.0
2018-04-09,80.0,346.0,334.0,335.0,13810.0
2018-04-10,37.0,337.0,325.0,334.0,6099.0
2018-04-11,45.0,335.0,328.0,335.0,5135.0
2018-04-12,39.0,340.0,332.0,337.0,9067.0
2018-04-15,27.0,340.0,326.0,340.0,7648.0
2018-04-16,44.0,341.0,335.0,338.0,5765.0
2018-04-17,84.0,343.0,336.0,337.0,17345.0
2018-04-18,76.0,354.0,337.0,345.0,17497.0
2018-04-19,93.0,353.0,347.0,351.0,24467.0
2018-04-22,139.0,370.0,352.0,369.0,36790.0
2018-04-23,142.0,382.0,360.0,360.0,39505.0
2018-04-24,93.0,365.0,345.0,359.0,16417.0
2018-04-25,73.0,360.0,351.0,352.0,10118.0
2018-04-26,73.0,354.0,345.0,348.0,10047.0
2018-04-29,70.0,348.0,337.0,344.0,10608.0
2018-05-02,45.0,342.0,338.0,341.0,5447.0
2018-05-03,79.0,352.0,343.0,346.0,9858.0
2018-05-06,78.0,346.0,343.0,343.0,9671.0
2018-05-07,62.0,345.0,339.0,343.0,6251.0
2018-05-08,33.0,343.0,340.0,343.0,5181.0
2018-05-09,50.0,347.0,344.0,344.0,6849.0
2018-05-10,66.0,346.0,337.0,343.0,11575.0
2018-05-14,42.0,344.0,338.0,341.0,4201.0
2018-05-15,29.0,342.0,337.0,339.0,2916.0
2018-05-16,29.0,344.0,337.0,341.0,3039.0
2018-05-17,42.0,343.0,339.0,339.0,6983.0
2018-05-20,45.0,344.0,338.0,340.0,9261.0
2018-05-21,60.0,340.0,335.0,340.0,10925.0
2018-05-22,59.0,340.0,335.0,337.0,6973.0
2018-05-23,46.0,340.0,334.0,334.0,8116.0
2018-05-24,34.0,338.0,335.0,335.0,5963.0
2018-05-27,46.0,335.0,330.0,332.0,6118.0
2018-05-28,52.0,347.0,328.0,340.0,5764.0
2018-05-29,53.0,342.0,334.0,337.0,9698.0
2018-05-30,56.0,340.0,335.0,340.0,11065.0
2018-05-31,42.0,340.0,337.0,339.0,8381.0
2018-06-03,73.0,336.0,326.0,330.0,14980.0
2018-06-04,44.0,331.0,324.0,329.0,6154.0
2018-06-06,24.0,340.0,332.0,336.0,3379.0
2018-06-07,39.0,336.0,325.0,327.0,3481.0
2018-06-10,63.0,327.0,314.0,317.0,9920.0
2018-06-11,44.0,326.0,316.0,323.0,5594.0
2018-06-12,29.0,323.0,317.0,320.0,3235.0
2018-06-13,35.0,322.0,316.0,318.0,3924.0
2018-06-14,44.0,324.0,319.0,321.0,3956.0
2018-06-17,20.0,320.0,314.0,320.0,1083.0
2018-06-18,37.0,320.0,310.0,320.0,6878.0
2018-06-19,37.0,322.0,316.0,316.0,3309.0
2018-06-20,43.0,314.0,309.0,312.0,5309.0
2018-06-21,64.0,316.0,310.0,310.0,9336.0
2018-06-24,34.0,317.0,306.0,314.0,3045.0
2018-06-25,34.0,316.0,311.0,313.0,3561.0
2018-06-26,39.0,313.0,307.0,311.0,7623.0
2018-06-27,19.0,312.0,308.0,311.0,1402.0
2018-06-28,21.0,312.0,308.0,312.0,10595.0
2018-07-01,34.0,311.0,305.0,305.0,5338.0
2018-07-02,30.0,308.0,299.0,305.0,4610.0
2018-07-03,34.0,308.0,302.0,305.0,3991.0
2018-07-04,33.0,310.0,300.0,309.0,8901.0
2018-07-05,31.0,318.0,311.0,318.0,2638.0
2018-07-08,64.0,321.0,316.0,316.0,9349.0
2018-07-09,32.0,316.0,308.0,310.0,4364.0
2018-07-10,49.0,314.0,310.0,313.0,47740.0
2018-07-11,45.0,317.0,310.0,312.0,40507.0
2018-07-12,64.0,315.0,310.0,310.0,12730.0
2018-07-15,27.0,314.0,309.0,311.0,2890.0
2018-07-16,29.0,315.0,311.0,314.0,32979.0
2018-07-17,18.0,317.0,315.0,315.0,1983.0
2018-07-18,22.0,317.0,313.0,317.0,3133.0
2018-07-19,55.0,317.0,311.0,315.0,6170.0
2018-07-22,47.0,316.0,313.0,314.0,8337.0
2018-07-23,31.0,317.0,313.0,313.0,3905.0
2018-07-24,42.0,318.0,313.0,313.0,7297.0
2018-07-25,46.0,315.0,311.0,314.0,6281.0
2018-07-26,43.0,315.0,313.0,315.0,5608.0
2018-07-29,48.0,319.0,315.0,318.0,9058.0
2018-07-30,39.0,319.0,315.0,319.0,5984.0
2018-07-31,39.0,321.0,318.0,321.0,7541.0
2018-08-01,36.0,323.0,319.0,322.0,9526.0
2018-08-02,39.0,327.0,321.0,327.0,5188.0
2018-08-05,22.0,328.0,325.0,328.0,3712.0
2018-08-06,47.0,328.0,325.0,326.0,9520.0
2018-08-07,38.0,326.0,324.0,326.0,4342.0
2018-08-08,23.0,327.0,322.0,325.0,1567.0
2018-08-09,33.0,325.0,319.0,325.0,5748.0
2018-08-12,32.0,322.0,313.0,320.0,3439.0
2018-08-13,20.0,319.0,315.0,317.0,2778.0
2018-08-14,41.0,324.0,317.0,324.0,6036.0
2018-08-15,179.0,343.0,326.0,339.0,37824.0
2018-08-16,154.0,345.0,335.0,340.0,25581.0
2018-08-19,118.0,344.0,338.0,338.0,21370.0
2018-08-20,70.0,340.0,332.0,335.0,14359.0
2018-08-21,68.0,335.0,331.0,333.0,8787.0
2018-08-22,35.0,344.0,331.0,344.0,3613.0
2018-08-23,55.0,338.0,333.0,335.0,7504.0
2018-08-26,28.0,337.0,330.0,333.0,3588.0
2018-08-28,49.0,335.0,330.0,333.0,7354.0
2018-08-29,43.0,334.0,330.0,331.0,6392.0
2018-08-30,45.0,335.0,331.0,334.0,9985.0
2018-09-02,63.0,340.0,333.0,340.0,9661.0
2018-09-03,88.0,347.0,336.0,342.0,15425.0
2018-09-04,81.0,347.0,340.0,344.0,17187.0
2018-09-05,151.0,362.0,341.0,356.0,29704.0
2018-09-06,141.0,368.0,350.0,352.0,33936.0
2018-09-09,64.0,353.0,346.0,346.0,7740.0
2018-09-10,30.0,346.0,340.0,342.0,4112.0
2018-09-11,42.0,350.0,340.0,345.0,4778.0
2018-09-12,50.0,355.0,345.0,352.0,12667.0
2018-09-13,83.0,359.0,351.0,359.0,20006.0
2018-09-16,178.0,377.0,356.0,367.0,53133.0
2018-09-17,101.0,370.0,359.0,360.0,21307.0
2018-09-18,65.0,362.0,357.0,359.0,9249.0
2018-09-20,41.0,364.0,352.0,359.0,9880.0
2018-09-23,75.0,364.0,357.0,361.0,19281.0
2018-09-25,171.0,373.0,361.0,371.0,48115.0
2018-09-26,84.0,375.0,364.0,365.0,18655.0
2018-09-27,73.0,370.0,365.0,365.0,14911.0
2018-09-30,63.0,366.0,361.0,361.0,11183.0
2018-10-01,81.0,362.0,352.0,352.0,21976.0
2018-10-02,65.0,358.0,352.0,353.0,12983.0
2018-10-03,97.0,354.0,347.0,347.0,28516.0
2018-10-04,62.0,350.0,345.0,348.0,15025.0
2018-10-07,47.0,348.0,344.0,344.0,10164.0
2018-10-08,53.0,357.0,344.0,349.0,9581.0
2018-10-09,43.0,350.0,347.0,347.0,9551.0
2018-10-10,35.0,348.0,345.0,347.0,6502.0
2018-10-11,48.0,352.0,346.0,350.0,10534.0
2018-10-14,39.0,358.0,350.0,357.0,12769.0
2018-10-15,39.0,364.0,354.0,354.0,11617.0
2018-10-21,17.0,361.0,355.0,355.0,3483.0
2018-10-22,26.0,355.0,352.0,355.0,3196.0
2018-10-23,35.0,358.0,354.0,358.0,6474.0
2018-10-24,20.0,358.0,353.0,358.0,3065.0
2018-10-25,42.0,358.0,355.0,357.0,5436.0
2018-10-28,43.0,355.0,350.0,353.0,11851.0
2018-10-29,63.0,351.0,348.0,350.0,8152.0
2018-10-30,53.0,354.0,348.0,352.0,11760.0
2018-10-31,36.0,355.0,350.0,352.0,9391.0
2018-11-01,39.0,352.0,350.0,352.0,6758.0
2018-11-04,52.0,353.0,348.0,348.0,15056.0
2018-11-05,33.0,352.0,348.0,349.0,10438.0
2018-11-06,4.0,354.0,348.0,354.0,1030.0
2018-11-07,371.0,354.0,348.0,354.0,109050.0
2018-11-10,4.0,354.0,348.0,354.0,1030.0
2018-11-11,17.0,356.0,352.0,352.0,3083.0
2018-11-12,22.0,352.0,347.0,352.0,1885.0
2018-11-13,24.0,351.0,348.0,349.0,3940.0
2018-11-14,11.0,352.0,349.0,350.0,1763.0
2018-11-15,33.0,351.0,348.0,349.0,5701.0
2018-11-18,46.0,349.0,343.0,345.0,6006.0
2018-11-19,31.0,347.0,344.0,346.0,5455.0
2018-11-20,16.0,349.0,342.0,347.0,2001.0
2018-11-21,49.0,353.0,342.0,343.0,6780.0
2018-11-22,33.0,345.0,340.0,344.0,6445.0
2018-11-25,36.0,345.0,341.0,341.05,8678.0
2018-11-26,39.0,341.05,335.0,339.0,5374.0
2018-11-27,41.0,346.0,338.0,340.0,5914.0
2018-11-28,27.0,340.0,339.0,340.0,2677.0
2018-11-29,29.0,340.0,336.0,338.0,6964.0
2018-12-02,49.0,338.0,329.0,333.0,9756.0
2018-12-03,57.0,335.0,329.0,330.0,9202.0
2018-12-04,28.0,335.0,326.0,334.0,2973.0
2018-12-05,57.0,340.0,326.0,329.0,21447.0
2018-12-06,46.0,331.0,320.0,327.0,8394.0
2018-12-09,27.0,335.0,327.0,335.0,2982.0
2018-12-10,49.0,340.0,330.0,335.0,5830.0
2018-12-11,29.0,339.0,333.0,336.0,3705.0
2018-12-12,8.0,341.0,336.0,337.0,990.0
2018-12-13,38.0,345.0,335.0,338.0,5226.0
2018-12-16,61.0,344.0,338.0,344.0,18570.0
2018-12-17,37.0,355.0,340.0,355.0,5225.0
2018-12-18,53.0,355.0,343.0,344.0,10127.0
2018-12-19,21.0,345.0,342.0,343.0,3717.0
2018-12-20,57.0,351.0,343.0,349.0,14032.0
2018-12-23,75.0,362.0,349.0,357.0,16974.0
2018-12-24,67.0,362.0,352.0,357.0,14350.0
2018-12-25,36.0,357.0,351.0,353.0,8383.0
2018-12-26,91.0,362.0,352.0,362.0,22157.0
2018-12-27,114.0,365.0,358.0,359.0,36773.0
2018-12-30,47.0,359.0,351.0,351.0,11317.0
2018-12-31,74.0,352.0,347.0,348.0,16215.0
2019-01-01,74.0,350.0,344.0,346.0,22211.0
2019-01-02,55.0,347.0,345.0,345.0,7467.0
2019-01-03,34.0,348.0,340.0,345.0,7294.0
2019-01-06,47.0,352.0,344.0,344.0,9776.0
2019-01-07,19.0,350.0,344.0,346.0,2680.0
2019-01-08,43.0,349.0,346.0,349.0,8069.0
2019-01-09,46.0,351.0,348.0,348.0,8599.0
2019-01-10,28.0,354.0,348.0,350.0,4955.0
2019-01-13,139.0,357.0,346.0,349.0,22250.0
2019-01-14,55.0,351.0,348.0,350.0,20430.0
2019-01-15,30.0,350.0,348.0,350.0,7663.0
2019-01-16,42.0,351.0,348.0,350.0,9525.0
2019-01-17,35.0,350.0,345.0,345.0,3486.0
2019-01-20,31.0,345.0,341.0,345.0,4556.0
2019-01-21,51.0,346.0,340.0,342.0,6616.0
2019-01-22,35.0,343.0,337.0,343.0,5188.0
2019-01-23,20.0,344.0,342.0,343.0,2273.0
2019-01-24,38.0,344.0,342.0,342.0,16140.0
2019-01-27,48.0,342.0,339.0,339.0,4235.0
2019-01-28,44.0,345.0,338.0,342.0,8647.0
2019-01-29,26.0,342.0,340.0,341.0,2612.0
2019-01-30,27.0,341.0,339.0,339.0,3892.0
2019-01-31,45.0,342.0,339.0,339.0,5850.0
2019-02-03,48.0,340.0,337.0,338.0,12977.0
2019-02-04,54.0,340.0,335.0,339.0,13265.0
2019-02-05,37.0,340.0,338.0,338.0,5648.0
2019-02-06,44.0,352.0,335.0,335.0,6099.0
2019-02-07,45.0,337.0,330.0,334.0,5500.0
2019-02-10,50.0,335.0,330.0,332.0,6098.0
2019-02-11,62.0,335.0,328.0,332.0,6268.0
2019-02-12,37.0,333.0,330.0,332.0,5722.0
2019-02-13,45.0,332.0,329.0,329.0,13830.0
2019-02-14,50.0,331.0,327.0,330.0,13107.0
2019-02-17,66.0,336.0,328.0,330.0,18875.0
2019-02-18,43.0,330.0,325.0,329.0,9327.0
2019-02-19,34.0,333.0,324.0,333.0,3150.0
2019-02-20,32.0,333.0,329.0,329.0,2685.0
2019-02-21,64.0,335.0,329.0,333.0,9054.0
2019-02-24,68.0,333.0,329.0,330.0,6833.0
2019-02-25,109.0,333.0,327.0,331.0,15959.0
2019-02-26,84.0,334.0,331.0,332.0,18064.0
2019-02-27,134.0,335.0,330.0,333.0,27442.0
2019-03-03,105.0,314.15,291.0,294.0,14076.0
2019-03-05,47.0,294.0,291.0,292.0,5732.0
2019-03-06,37.0,293.0,290.0,292.0,2085.0
2019-03-07,51.0,294.0,290.0,294.0,8624.0
2019-03-10,16.0,294.0,292.0,293.0,2777.0
2019-03-11,52.0,301.0,293.0,298.0,9999.0
2019-03-12,80.0,306.0,298.0,305.0,16058.0
2019-03-13,72.0,306.0,300.0,301.0,15026.0
2019-03-14,42.0,303.0,296.0,302.0,6832.0
2019-03-17,57.0,305.0,300.0,302.0,8247.0
2019-03-18,38.0,304.0,301.0,301.0,10211.0
2019-03-19,34.0,301.0,298.0,298.0,3883.0
2019-03-21,48.0,300.0,296.0,296.0,3230.0
2019-03-24,53.0,299.0,293.0,293.0,8327.0
2019-03-25,58.0,298.0,292.0,294.0,8653.0
2019-03-26,43.0,298.0,293.0,294.0,10218.0
2019-03-27,43.0,299.0,293.0,294.0,4409.0
2019-03-28,63.0,298.0,292.0,294.0,9227.0
2019-03-31,78.0,296.0,293.0,295.0,11187.0
2019-04-01,57.0,297.0,292.0,297.0,12690.0
2019-04-02,82.0,304.0,299.0,302.0,15332.0
2019-04-03,78.0,307.0,301.0,305.0,15802.0
2019-04-04,62.0,305.0,301.0,304.0,11579.0
2019-04-07,73.0,309.0,298.0,309.0,11864.0
2019-04-08,105.0,320.0,310.0,316.0,21933.0
2019-04-09,52.0,318.0,311.0,311.0,21533.0
2019-04-10,39.0,314.0,310.0,312.0,8299.0
2019-04-11,97.0,319.0,313.0,315.0,22147.0
2019-04-15,50.0,318.0,313.0,318.0,11551.0
2019-04-16,61.0,327.0,313.0,326.0,17829.0
2019-04-17,117.0,338.0,326.0,338.0,24403.0
2019-04-18,156.0,350.0,336.0,350.0,49470.0
2019-04-21,97.0,350.0,343.0,348.0,28028.0
2019-04-22,76.0,353.0,336.0,342.0,19348.0
2019-04-23,81.0,346.0,340.0,346.0,17832.0
2019-04-24,155.0,354.0,341.0,354.0,68938.0
2019-04-25,397.0,389.0,354.0,388.0,145400.0
